row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs,valid_key,table_difference,source_error_matches_dirty,source_right_matches_clean,source_error_value,source_right_value,annotation_orientation_fixed
673,MeasureCode,rule_violation,xf-1,hf-1,0,"Constraint Violation: The MeasureName of Row 386 is equal to the MeasureName of Row 673, and The MeasureCode of Row 386 is different from the MeasureCode of Row 673.","(386, 673)",True,True,False,False,hf-1,xf-1,True
673,Sample,pattern_violation,618 xatients,618 patients,0,,,True,True,False,False,618 patients,618 xatients,True
674,EmergencyService,rule_violation,yex,yes,0,"Constraint Violation: The ZipCode of Row 670 is equal to the ZipCode of Row 674, and The EmergencyService of Row 670 is different from the EmergencyService of Row 674.","(670, 674)",True,True,False,False,yes,yex,True
676,MeasureCode,rule_violation,hfx4,hf-4,0,"Constraint Violation: The MeasureName of Row 179 is equal to the MeasureName of Row 676, and The MeasureCode of Row 179 is different from the MeasureCode of Row 676.","(179, 676)",True,True,False,False,hf-4,hfx4,True
678,Stateavg,rule_violation,alxpn-3b,al_pn-3b,0,"Constraint Violation: The MeasureCode of Row 678 is equal to the MeasureCode of Row 992, and The Stateavg of Row 678 is different from the Stateavg of Row 992.","(678, 992)",True,True,False,False,al_pn-3b,alxpn-3b,True
679,ZipCode,rule_violation,3x233,35233,0,"Constraint Violation: The HospitalName of Row 674 is equal to the HospitalName of Row 679, and The ZipCode of Row 674 is different from the ZipCode of Row 679.","(674, 679)",True,True,False,False,35233,3x233,True
679,Condition,rule_violation,xneumonia,pneumonia,0,"Constraint Violation: The MeasureCode of Row 504 is equal to the MeasureCode of Row 679, and The Condition of Row 504 is different from the Condition of Row 679.","(504, 679)",True,True,False,False,pneumonia,xneumonia,True
685,ZipCode,rule_violation,x52xx,35233,0,"Constraint Violation: The HospitalName of Row 685 is equal to the HospitalName of Row 686, and The ZipCode of Row 685 is different from the ZipCode of Row 686.","(685, 686)",True,True,False,False,35233,x52xx,True
689,CountyName,rule_violation,jexxerson,jefferson,0,"Constraint Violation: The City of Row 300 is equal to the City of Row 689, and The CountyName of Row 300 is different from the CountyName of Row 689.","(300, 689)",True,True,False,False,jefferson,jexxerson,True
690,City,rule_violation,birminxham,birmingham,0,"Constraint Violation: The HospitalName of Row 679 is equal to the HospitalName of Row 690, and The City of Row 679 is different from the City of Row 690.","(679, 690)",True,True,False,False,birmingham,birminxham,True
691,MeasureCode,rule_violation,amix1,ami-1,0,"Constraint Violation: The MeasureName of Row 44 is equal to the MeasureName of Row 691, and The MeasureCode of Row 44 is different from the MeasureCode of Row 691.","(44, 691)",True,True,False,False,ami-1,amix1,True
692,CountyName,rule_violation,elmoxe,elmore,0,"Constraint Violation: The City of Row 692 is equal to the City of Row 712, and The CountyName of Row 692 is different from the CountyName of Row 712.","(692, 712)",True,True,False,False,elmore,elmoxe,True
694,MeasureCode,rule_violation,amx-4,ami-4,0,"Constraint Violation: The MeasureName of Row 147 is equal to the MeasureName of Row 694, and The MeasureCode of Row 147 is different from the MeasureCode of Row 694.","(147, 694)",True,True,False,False,ami-4,amx-4,True
695,HospitalType,pattern_violation,acute cxre hospitxls,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acute cxre hospitxls,True
695,Condition,rule_violation,heart attaxk,heart attack,0,"Constraint Violation: The MeasureCode of Row 645 is equal to the MeasureCode of Row 695, and The Condition of Row 645 is different from the Condition of Row 695.","(645, 695)",True,True,False,False,heart attack,heart attaxk,True
696,City,rule_violation,tallaxxee,tallassee,0,"Constraint Violation: The HospitalName of Row 696 is equal to the HospitalName of Row 702, and The City of Row 696 is different from the City of Row 702.","(696, 702)",True,True,False,False,tallassee,tallaxxee,True
697,HospitalName,rule_violation,communitx hospital inc,community hospital inc,0,"Constraint Violation: The ProviderNumber of Row 697 is equal to the ProviderNumber of Row 710, and The HospitalName of Row 697 is different from the HospitalName of Row 710.","(697, 710)",True,True,False,False,community hospital inc,communitx hospital inc,True
698,CountyName,rule_violation,elxore,elmore,0,"Constraint Violation: The City of Row 698 is equal to the City of Row 704, and The CountyName of Row 698 is different from the CountyName of Row 704.","(698, 704)",True,True,False,False,elmore,elxore,True
698,Condition,rule_violation,hexrt fxilure,heart failure,0,"Constraint Violation: The MeasureCode of Row 176 is equal to the MeasureCode of Row 698, and The Condition of Row 176 is different from the Condition of Row 698.","(176, 698)",True,True,False,False,heart failure,hexrt fxilure,True
698,Score,pattern_violation,xx%,88%,0,,,True,True,False,False,88%,xx%,True
699,PhoneNumber,rule_violation,334x836541,3342836541,0,"Constraint Violation: The HospitalName of Row 699 is equal to the HospitalName of Row 700, and The PhoneNumber of Row 699 is different from the PhoneNumber of Row 700.","(699, 700)",True,True,False,False,3342836541,334x836541,True
701,State,rule_violation,xl,al,0,"Constraint Violation: The HospitalName of Row 701 is equal to the HospitalName of Row 714, and The PhoneNumber of Row 701 is equal to the PhoneNumber of Row 714, and The HospitalOwner of Row 701 is equal to the HospitalOwner of Row 714, and The State of Row 701 is different from the State of Row 714.","(701, 714)",True,True,False,False,al,xl,True
704,ProviderNumber,rule_violation,100x4,10034,0,"Constraint Violation: The HospitalName of Row 703 is equal to the HospitalName of Row 704, and The ProviderNumber of Row 703 is different from the ProviderNumber of Row 704.","(703, 704)",True,True,False,False,10034,100x4,True
705,HospitalType,pattern_violation,acutexcarexhospitals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acutexcarexhospitals,True
705,MeasureName,rule_violation,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0,"Constraint Violation: The MeasureCode of Row 705 is equal to the MeasureCode of Row 791, and The MeasureName of Row 705 is different from the MeasureName of Row 791.","(705, 791)",True,True,False,False,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,True
706,MeasureName,rule_violation,pxeumoxia patiexts givex the most appropriate ixitial axtibiotic(s),pneumonia patients given the most appropriate initial antibiotic(s),0,"Constraint Violation: The MeasureCode of Row 656 is equal to the MeasureCode of Row 706, and The MeasureName of Row 656 is different from the MeasureName of Row 706.","(656, 706)",True,True,False,False,pneumonia patients given the most appropriate initial antibiotic(s),pxeumoxia patiexts givex the most appropriate ixitial axtibiotic(s),True
710,HospitalName,rule_violation,communixy hospixal inc,community hospital inc,0,"Constraint Violation: The ProviderNumber of Row 699 is equal to the ProviderNumber of Row 710, and The HospitalName of Row 699 is different from the HospitalName of Row 710.","(699, 710)",True,True,False,False,community hospital inc,communixy hospixal inc,True
710,ZipCode,pattern_violation,36x78,36078,0,,,True,True,False,False,36078,36x78,True
711,Score,pattern_violation,1xx%,100%,0,,,True,True,False,False,100%,1xx%,True
712,Condition,rule_violation,surgical infection xrevention,surgical infection prevention,0,"Constraint Violation: The MeasureCode of Row 375 is equal to the MeasureCode of Row 712, and The Condition of Row 375 is different from the Condition of Row 712.","(375, 712)",True,True,False,False,surgical infection prevention,surgical infection xrevention,True
713,PhoneNumber,rule_violation,33x28365x1,3342836541,0,"Constraint Violation: The HospitalName of Row 705 is equal to the HospitalName of Row 713, and The PhoneNumber of Row 705 is different from the PhoneNumber of Row 713.","(705, 713)",True,True,False,False,3342836541,33x28365x1,True
713,MeasureName,rule_violation,surgery paxienxs needing hair removed from xhe surgical area before surgery who had hair removed using a safer mexhod (elecxric clippers or hair removal cream c nox a razor),surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),0,"Constraint Violation: The MeasureCode of Row 266 is equal to the MeasureCode of Row 713, and The MeasureName of Row 266 is different from the MeasureName of Row 713.","(266, 713)",True,True,False,False,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),surgery paxienxs needing hair removed from xhe surgical area before surgery who had hair removed using a safer mexhod (elecxric clippers or hair removal cream c nox a razor),True
716,Condition,rule_violation,heartxattack,heart attack,0,"Constraint Violation: The MeasureCode of Row 716 is equal to the MeasureCode of Row 877, and The Condition of Row 716 is different from the Condition of Row 877.","(716, 877)",True,True,False,False,heart attack,heartxattack,True
718,MeasureCode,rule_violation,amx-3,ami-3,0,"Constraint Violation: The MeasureName of Row 718 is equal to the MeasureName of Row 879, and The MeasureCode of Row 718 is different from the MeasureCode of Row 879.","(718, 879)",True,True,False,False,ami-3,amx-3,True
718,Score,pattern_violation,x7%,67%,0,,,True,True,False,False,67%,x7%,True
721,ProviderNumber,rule_violation,100x5,10035,0,"Constraint Violation: The HospitalName of Row 721 is equal to the HospitalName of Row 729, and The ProviderNumber of Row 721 is different from the ProviderNumber of Row 729.","(721, 729)",True,True,False,False,10035,100x5,True
721,Stateavg,rule_violation,al_amx-7a,al_ami-7a,0,"Constraint Violation: The MeasureCode of Row 49 is equal to the MeasureCode of Row 721, and The Stateavg of Row 49 is different from the Stateavg of Row 721.","(49, 721)",True,True,False,False,al_ami-7a,al_amx-7a,True
722,CountyName,rule_violation,cxllman,cullman,0,"Constraint Violation: The City of Row 716 is equal to the City of Row 722, and The CountyName of Row 716 is different from the CountyName of Row 722.","(716, 722)",True,True,False,False,cullman,cxllman,True
724,ProviderNumber,rule_violation,1xx35,10035,0,"Constraint Violation: The HospitalName of Row 724 is equal to the HospitalName of Row 737, and The ProviderNumber of Row 724 is different from the ProviderNumber of Row 737.","(724, 737)",True,True,False,False,10035,1xx35,True
729,HospitalType,pattern_violation,acutexcarexhospitals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acutexcarexhospitals,True
729,MeasureCode,rule_violation,px-4,pn-4,0,"Constraint Violation: The MeasureName of Row 454 is equal to the MeasureName of Row 729, and The MeasureCode of Row 454 is different from the MeasureCode of Row 729.","(454, 729)",True,True,False,False,pn-4,px-4,True
730,HospitalName,rule_violation,cullmxn regionxl medicxl center,cullman regional medical center,0,"Constraint Violation: The ProviderNumber of Row 727 is equal to the ProviderNumber of Row 730, and The HospitalName of Row 727 is different from the HospitalName of Row 730.","(727, 730)",True,True,False,False,cullman regional medical center,cullmxn regionxl medicxl center,True
730,CountyName,rule_violation,cxllman,cullman,0,"Constraint Violation: The City of Row 717 is equal to the City of Row 730, and The CountyName of Row 717 is different from the CountyName of Row 730.","(717, 730)",True,True,False,False,cullman,cxllman,True
733,Condition,rule_violation,suxgical infection pxevention,surgical infection prevention,0,"Constraint Violation: The MeasureCode of Row 186 is equal to the MeasureCode of Row 733, and The Condition of Row 186 is different from the Condition of Row 733.","(186, 733)",True,True,False,False,surgical infection prevention,suxgical infection pxevention,True
735,MeasureCode,rule_violation,scix-inf-2,scip-inf-2,0,"Constraint Violation: The MeasureName of Row 444 is equal to the MeasureName of Row 735, and The MeasureCode of Row 444 is different from the MeasureCode of Row 735.","(444, 735)",True,True,False,False,scip-inf-2,scix-inf-2,True
736,Address1,rule_violation,1912xalabamaxhighwayx157,1912 alabama highway 157,0,"Constraint Violation: The HospitalName of Row 735 is equal to the HospitalName of Row 736, and The Address1 of Row 735 is different from the Address1 of Row 736.","(735, 736)",True,True,False,False,1912 alabama highway 157,1912xalabamaxhighwayx157,True
736,City,rule_violation,cuxxman,cullman,0,"Constraint Violation: The HospitalName of Row 725 is equal to the HospitalName of Row 736, and The City of Row 725 is different from the City of Row 736.","(725, 736)",True,True,False,False,cullman,cuxxman,True
744,HospitalOwner,rule_violation,prxprietary,proprietary,0,"Constraint Violation: The HospitalName of Row 744 is equal to the HospitalName of Row 761, and The HospitalOwner of Row 744 is different from the HospitalOwner of Row 761.","(744, 761)",True,True,False,False,proprietary,prxprietary,True
749,MeasureCode,rule_violation,hx-2,hf-2,0,"Constraint Violation: The MeasureName of Row 724 is equal to the MeasureName of Row 749, and The MeasureCode of Row 724 is different from the MeasureCode of Row 749.","(724, 749)",True,True,False,False,hf-2,hx-2,True
750,ZipCode,rule_violation,3642x,36420,0,"Constraint Violation: The HospitalName of Row 743 is equal to the HospitalName of Row 750, and The ZipCode of Row 743 is different from the ZipCode of Row 750.","(743, 750)",True,True,False,False,36420,3642x,True
751,PhoneNumber,rule_violation,334xxx8466,3342228466,0,"Constraint Violation: The HospitalName of Row 742 is equal to the HospitalName of Row 751, and The PhoneNumber of Row 742 is different from the PhoneNumber of Row 751.","(742, 751)",True,True,False,False,3342228466,334xxx8466,True
752,CountyName,rule_violation,coxington,covington,0,"Constraint Violation: The City of Row 752 is equal to the City of Row 763, and The CountyName of Row 752 is different from the CountyName of Row 763.","(752, 763)",True,True,False,False,covington,coxington,True
755,ProviderNumber,rule_violation,1xx36,10036,0,"Constraint Violation: The HospitalName of Row 755 is equal to the HospitalName of Row 761, and The ProviderNumber of Row 755 is different from the ProviderNumber of Row 761.","(755, 761)",True,True,False,False,10036,1xx36,True
756,City,rule_violation,andaluxia,andalusia,0,"Constraint Violation: The HospitalName of Row 750 is equal to the HospitalName of Row 756, and The City of Row 750 is different from the City of Row 756.","(750, 756)",True,True,False,False,andalusia,andaluxia,True
758,HospitalName,rule_violation,andaxusia regionax hospitax,andalusia regional hospital,0,"Constraint Violation: The ProviderNumber of Row 758 is equal to the ProviderNumber of Row 765, and The HospitalName of Row 758 is different from the HospitalName of Row 765.","(758, 765)",True,True,False,False,andalusia regional hospital,andaxusia regionax hospitax,True
760,Stateavg,rule_violation,al_scipxinfx2,al_scip-inf-2,0,"Constraint Violation: The MeasureCode of Row 288 is equal to the MeasureCode of Row 760, and The Stateavg of Row 288 is different from the Stateavg of Row 760.","(288, 760)",True,True,False,False,al_scip-inf-2,al_scipxinfx2,True
763,PhoneNumber,rule_violation,33422284xx,3342228466,0,"Constraint Violation: The HospitalName of Row 743 is equal to the HospitalName of Row 763, and The PhoneNumber of Row 743 is different from the PhoneNumber of Row 763.","(743, 763)",True,True,False,False,3342228466,33422284xx,True
764,State,rule_violation,xl,al,0,"Constraint Violation: The HospitalName of Row 743 is equal to the HospitalName of Row 764, and The PhoneNumber of Row 743 is equal to the PhoneNumber of Row 764, and The HospitalOwner of Row 743 is equal to the HospitalOwner of Row 764, and The State of Row 743 is different from the State of Row 764.","(743, 764)",True,True,False,False,al,xl,True
764,Stateavg,rule_violation,al_scix-vte-1,al_scip-vte-1,0,"Constraint Violation: The MeasureCode of Row 142 is equal to the MeasureCode of Row 764, and The Stateavg of Row 142 is different from the Stateavg of Row 764.","(142, 764)",True,True,False,False,al_scip-vte-1,al_scix-vte-1,True
765,HospitalName,rule_violation,andaluxia regional hoxpital,andalusia regional hospital,0,"Constraint Violation: The ProviderNumber of Row 757 is equal to the ProviderNumber of Row 765, and The HospitalName of Row 757 is different from the HospitalName of Row 765.","(757, 765)",True,True,False,False,andalusia regional hospital,andaluxia regional hoxpital,True
767,Address1,rule_violation,301 east 1xth st,301 east 18th st,0,"Constraint Violation: The HospitalName of Row 324 is equal to the HospitalName of Row 767, and The Address1 of Row 324 is different from the Address1 of Row 767.","(324, 767)",True,True,False,False,301 east 18th st,301 east 1xth st,True
769,Score,pattern_violation,x3%,93%,0,,,True,True,False,False,93%,x3%,True
772,City,rule_violation,annxston,anniston,0,"Constraint Violation: The HospitalName of Row 772 is equal to the HospitalName of Row 773, and The City of Row 772 is different from the City of Row 773.","(772, 773)",True,True,False,False,anniston,annxston,True
774,MeasureCode,rule_violation,xax-1,cac-1,0,"Constraint Violation: The MeasureName of Row 766 is equal to the MeasureName of Row 774, and The MeasureCode of Row 766 is different from the MeasureCode of Row 774.","(766, 774)",True,True,False,False,cac-1,xax-1,True
776,Sample,pattern_violation,193 paxienxs,193 patients,0,,,True,True,False,False,193 patients,193 paxienxs,True
777,HospitalName,rule_violation,huntsvxlle hospxtal,huntsville hospital,0,"Constraint Violation: The ProviderNumber of Row 777 is equal to the ProviderNumber of Row 784, and The HospitalName of Row 777 is different from the HospitalName of Row 784.","(777, 784)",True,True,False,False,huntsville hospital,huntsvxlle hospxtal,True
779,HospitalType,pattern_violation,acutexcarexhospitals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acutexcarexhospitals,True
780,ProviderNumber,rule_violation,1003x,10039,0,"Constraint Violation: The HospitalName of Row 779 is equal to the HospitalName of Row 780, and The ProviderNumber of Row 779 is different from the ProviderNumber of Row 780.","(779, 780)",True,True,False,False,10039,1003x,True
780,Condition,rule_violation,heart attaxk,heart attack,0,"Constraint Violation: The MeasureCode of Row 197 is equal to the MeasureCode of Row 780, and The Condition of Row 197 is different from the Condition of Row 780.","(197, 780)",True,True,False,False,heart attack,heart attaxk,True
782,HospitalType,pattern_violation,acute care hospitaxs,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acute care hospitaxs,True
784,HospitalOwner,rule_violation,goverxmext - hospital district or authority,government - hospital district or authority,0,"Constraint Violation: The HospitalName of Row 781 is equal to the HospitalName of Row 784, and The HospitalOwner of Row 781 is different from the HospitalOwner of Row 784.","(781, 784)",True,True,False,False,government - hospital district or authority,goverxmext - hospital district or authority,True
785,CountyName,rule_violation,madisxn,madison,0,"Constraint Violation: The City of Row 785 is equal to the City of Row 786, and The CountyName of Row 785 is different from the CountyName of Row 786.","(785, 786)",True,True,False,False,madison,madisxn,True
785,MeasureName,rule_violation,heaxt failuxe patients given an evaluation of left ventxiculax systolic (lvs) function,heart failure patients given an evaluation of left ventricular systolic (lvs) function,0,"Constraint Violation: The MeasureCode of Row 102 is equal to the MeasureCode of Row 785, and The MeasureName of Row 102 is different from the MeasureName of Row 785.","(102, 785)",True,True,False,False,heart failure patients given an evaluation of left ventricular systolic (lvs) function,heaxt failuxe patients given an evaluation of left ventxiculax systolic (lvs) function,True
787,Stateavg,rule_violation,al_hf-x,al_hf-4,0,"Constraint Violation: The MeasureCode of Row 364 is equal to the MeasureCode of Row 787, and The Stateavg of Row 364 is different from the Stateavg of Row 787.","(364, 787)",True,True,False,False,al_hf-4,al_hf-x,True
788,MeasureCode,rule_violation,pn-x,pn-2,0,"Constraint Violation: The MeasureName of Row 788 is equal to the MeasureName of Row 941, and The MeasureCode of Row 788 is different from the MeasureCode of Row 941.","(788, 941)",True,True,False,False,pn-2,pn-x,True
789,ProviderNumber,rule_violation,1xx39,10039,0,"Constraint Violation: The HospitalName of Row 776 is equal to the HospitalName of Row 789, and The ProviderNumber of Row 776 is different from the ProviderNumber of Row 789.","(776, 789)",True,True,False,False,10039,1xx39,True
791,State,rule_violation,xl,al,0,"Constraint Violation: The HospitalName of Row 774 is equal to the HospitalName of Row 791, and The PhoneNumber of Row 774 is equal to the PhoneNumber of Row 791, and The HospitalOwner of Row 774 is equal to the HospitalOwner of Row 791, and The State of Row 774 is different from the State of Row 791.","(774, 791)",True,True,False,False,al,xl,True
793,ProviderNumber,rule_violation,100x9,10039,0,"Constraint Violation: The HospitalName of Row 791 is equal to the HospitalName of Row 793, and The ProviderNumber of Row 791 is different from the ProviderNumber of Row 793.","(791, 793)",True,True,False,False,10039,100x9,True
796,Stateavg,rule_violation,xl_scip-inf-2,al_scip-inf-2,0,"Constraint Violation: The MeasureCode of Row 444 is equal to the MeasureCode of Row 796, and The Stateavg of Row 444 is different from the Stateavg of Row 796.","(444, 796)",True,True,False,False,al_scip-inf-2,xl_scip-inf-2,True
797,EmergencyService,rule_violation,yxs,yes,0,"Constraint Violation: The ZipCode of Row 779 is equal to the ZipCode of Row 797, and The EmergencyService of Row 779 is different from the EmergencyService of Row 797.","(779, 797)",True,True,False,False,yes,yxs,True
798,CountyName,rule_violation,madisox,madison,0,"Constraint Violation: The City of Row 794 is equal to the City of Row 798, and The CountyName of Row 794 is different from the CountyName of Row 798.","(794, 798)",True,True,False,False,madison,madisox,True
802,MeasureName,rule_violation,heart attack patxents gxven aspxrxn at arrxval,heart attack patients given aspirin at arrival,0,"Constraint Violation: The MeasureCode of Row 244 is equal to the MeasureCode of Row 802, and The MeasureName of Row 244 is different from the MeasureName of Row 802.","(244, 802)",True,True,False,False,heart attack patients given aspirin at arrival,heart attack patxents gxven aspxrxn at arrxval,True
809,EmergencyService,rule_violation,xes,yes,0,"Constraint Violation: The ZipCode of Row 809 is equal to the ZipCode of Row 820, and The EmergencyService of Row 809 is different from the EmergencyService of Row 820.","(809, 820)",True,True,False,False,yes,xes,True
814,HospitalType,pattern_violation,axute care hospitals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,axute care hospitals,True
815,ZipCode,rule_violation,x590x,35903,0,"Constraint Violation: The HospitalName of Row 815 is equal to the HospitalName of Row 824, and The ZipCode of Row 815 is different from the ZipCode of Row 824.","(815, 824)",True,True,False,False,35903,x590x,True
816,MeasureName,rule_violation,pneumonix pxtients given initixl antibiotic(s) within 6 hours after arrivxl,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0,"Constraint Violation: The MeasureCode of Row 368 is equal to the MeasureCode of Row 816, and The MeasureName of Row 368 is different from the MeasureName of Row 816.","(368, 816)",True,True,False,False,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,pneumonix pxtients given initixl antibiotic(s) within 6 hours after arrivxl,True
821,City,rule_violation,gxdsden,gadsden,0,"Constraint Violation: The HospitalName of Row 814 is equal to the HospitalName of Row 821, and The City of Row 814 is different from the City of Row 821.","(814, 821)",True,True,False,False,gadsden,gxdsden,True
824,PhoneNumber,rule_violation,2564944xxx,2564944000,0,"Constraint Violation: The HospitalName of Row 812 is equal to the HospitalName of Row 824, and The PhoneNumber of Row 812 is different from the PhoneNumber of Row 824.","(812, 824)",True,True,False,False,2564944000,2564944xxx,True
827,Stateavg,rule_violation,xl_xmi-1,al_ami-1,0,"Constraint Violation: The MeasureCode of Row 354 is equal to the MeasureCode of Row 827, and The Stateavg of Row 354 is different from the Stateavg of Row 827.","(354, 827)",True,True,False,False,al_ami-1,xl_xmi-1,True
842,MeasureCode,rule_violation,pnx6,pn-6,0,"Constraint Violation: The MeasureName of Row 842 is equal to the MeasureName of Row 867, and The MeasureCode of Row 842 is different from the MeasureCode of Row 867.","(842, 867)",True,True,False,False,pn-6,pnx6,True
842,Stateavg,pattern_violation,al_pnx6,al_pn-6,0,,,True,True,False,False,al_pn-6,al_pnx6,True
845,Sample,pattern_violation,4 patiexts,4 patients,0,,,True,True,False,False,4 patients,4 patiexts,True
846,HospitalOwner,rule_violation,voluntaxy non-pxofit - pxivate,voluntary non-profit - private,0,"Constraint Violation: The HospitalName of Row 840 is equal to the HospitalName of Row 846, and The HospitalOwner of Row 840 is different from the HospitalOwner of Row 846.","(840, 846)",True,True,False,False,voluntary non-profit - private,voluntaxy non-pxofit - pxivate,True
848,HospitalType,pattern_violation,acute caxe hospitals,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acute caxe hospitals,True
849,Address1,rule_violation,x0x0 lay dam road,1010 lay dam road,0,"Constraint Violation: The HospitalName of Row 832 is equal to the HospitalName of Row 849, and The Address1 of Row 832 is different from the Address1 of Row 849.","(832, 849)",True,True,False,False,1010 lay dam road,x0x0 lay dam road,True
851,Condition,rule_violation,surgical infxction prxvxntion,surgical infection prevention,0,"Constraint Violation: The MeasureCode of Row 43 is equal to the MeasureCode of Row 851, and The Condition of Row 43 is different from the Condition of Row 851.","(43, 851)",True,True,False,False,surgical infection prevention,surgical infxction prxvxntion,True
855,City,rule_violation,hamilxon,hamilton,0,"Constraint Violation: The HospitalName of Row 855 is equal to the HospitalName of Row 864, and The City of Row 855 is different from the City of Row 864.","(855, 864)",True,True,False,False,hamilton,hamilxon,True
855,PhoneNumber,rule_violation,x059x16x00,2059216200,0,"Constraint Violation: The HospitalName of Row 855 is equal to the HospitalName of Row 865, and The PhoneNumber of Row 855 is different from the PhoneNumber of Row 865.","(855, 865)",True,True,False,False,2059216200,x059x16x00,True
857,Address1,rule_violation,1256 military street sxuth,1256 military street south,0,"Constraint Violation: The HospitalName of Row 857 is equal to the HospitalName of Row 858, and The Address1 of Row 857 is different from the Address1 of Row 858.","(857, 858)",True,True,False,False,1256 military street south,1256 military street sxuth,True
859,ProviderNumber,rule_violation,1xx44,10044,0,"Constraint Violation: The HospitalName of Row 858 is equal to the HospitalName of Row 859, and The ProviderNumber of Row 858 is different from the ProviderNumber of Row 859.","(858, 859)",True,True,False,False,10044,1xx44,True
860,Score,pattern_violation,80x,80%,0,,,True,True,False,False,80%,80x,True
865,PhoneNumber,rule_violation,20x9216200,2059216200,0,"Constraint Violation: The HospitalName of Row 865 is equal to the HospitalName of Row 870, and The PhoneNumber of Row 865 is different from the PhoneNumber of Row 870.","(865, 870)",True,True,False,False,2059216200,20x9216200,True
865,MeasureCode,rule_violation,px-4,pn-4,0,"Constraint Violation: The MeasureName of Row 815 is equal to the MeasureName of Row 865, and The MeasureCode of Row 815 is different from the MeasureCode of Row 865.","(815, 865)",True,True,False,False,pn-4,px-4,True
866,EmergencyService,rule_violation,yxs,yes,0,"Constraint Violation: The ZipCode of Row 861 is equal to the ZipCode of Row 866, and The EmergencyService of Row 861 is different from the EmergencyService of Row 866.","(861, 866)",True,True,False,False,yes,yxs,True
866,Sample,pattern_violation,121 patiexts,121 patients,0,,,True,True,False,False,121 patients,121 patiexts,True
868,HospitalOwner,rule_violation,voluxtary xox-profit - private,voluntary non-profit - private,0,"Constraint Violation: The HospitalName of Row 858 is equal to the HospitalName of Row 868, and The HospitalOwner of Row 858 is different from the HospitalOwner of Row 868.","(858, 868)",True,True,False,False,voluntary non-profit - private,voluxtary xox-profit - private,True
869,Condition,rule_violation,surgical ixfectiox prevextiox,surgical infection prevention,0,"Constraint Violation: The MeasureCode of Row 844 is equal to the MeasureCode of Row 869, and The Condition of Row 844 is different from the Condition of Row 869.","(844, 869)",True,True,False,False,surgical infection prevention,surgical ixfectiox prevextiox,True
872,HospitalOwner,rule_violation,voluntaxy non-pxofit - pxivate,voluntary non-profit - private,0,"Constraint Violation: The HospitalName of Row 858 is equal to the HospitalName of Row 872, and The HospitalOwner of Row 858 is different from the HospitalOwner of Row 872.","(858, 872)",True,True,False,False,voluntary non-profit - private,voluntaxy non-pxofit - pxivate,True
872,Sample,pattern_violation,15 patiexts,15 patients,0,,,True,True,False,False,15 patients,15 patiexts,True
877,HospitalType,pattern_violation,acute care hoxpitalx,acute care hospitals,0,,,True,True,False,False,acute care hospitals,acute care hoxpitalx,True
878,ProviderNumber,rule_violation,1xx45,10045,0,"Constraint Violation: The HospitalName of Row 878 is equal to the HospitalName of Row 887, and The ProviderNumber of Row 878 is different from the ProviderNumber of Row 887.","(878, 887)",True,True,False,False,10045,1xx45,True
881,PhoneNumber,rule_violation,x0593x5966,2059325966,0,"Constraint Violation: The HospitalName of Row 878 is equal to the HospitalName of Row 881, and The PhoneNumber of Row 878 is different from the PhoneNumber of Row 881.","(878, 881)",True,True,False,False,2059325966,x0593x5966,True
883,PhoneNumber,rule_violation,x0593x5966,2059325966,0,"Constraint Violation: The HospitalName of Row 883 is equal to the HospitalName of Row 901, and The PhoneNumber of Row 883 is different from the PhoneNumber of Row 901.","(883, 901)",True,True,False,False,2059325966,x0593x5966,True
884,State,rule_violation,xl,al,0,"Constraint Violation: The HospitalName of Row 882 is equal to the HospitalName of Row 884, and The PhoneNumber of Row 882 is equal to the PhoneNumber of Row 884, and The HospitalOwner of Row 882 is equal to the HospitalOwner of Row 884, and The State of Row 882 is different from the State of Row 884.","(882, 884)",True,True,False,False,al,xl,True
886,State,rule_violation,xl,al,0,"Constraint Violation: The HospitalName of Row 886 is equal to the HospitalName of Row 898, and The PhoneNumber of Row 886 is equal to the PhoneNumber of Row 898, and The HospitalOwner of Row 886 is equal to the HospitalOwner of Row 898, and The State of Row 886 is different from the State of Row 898.","(886, 898)",True,True,False,False,al,xl,True
888,ProviderNumber,rule_violation,x0045,10045,0,"Constraint Violation: The HospitalName of Row 888 is equal to the HospitalName of Row 899, and The ProviderNumber of Row 888 is different from the ProviderNumber of Row 899.","(888, 899)",True,True,False,False,10045,x0045,True
